X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,TypeOfDefects
1033,1045,938565,938574,62,17,10,6165,87,111,1360,1,0,300,0.4632,0.4259,0.75,0.0088,0.7059,0.9,0,1.7924,1.0792,0.9542,-0.25,-0.2232,0.215,7
161,317,830128,830232,4663,709,425,606744,115,156,1694,1,0,80,0.1901,0.7126,0.6667,0.0921,0.22,0.2447,0,3.6687,2.1931,2.017,-0.3333,0.0166,1,6
20,31,1048964,1048986,158,18,22,17923,106,125,1373,0,1,40,0.0291,0.3471,0.5,0.008,0.6111,1,1,2.1987,1.0414,1.3424,0.5,-0.1138,0.4009,7
1328,1334,1772580,1772598,64,14,19,7486,111,126,1358,0,1,40,0.0353,0.4074,0.3333,0.0044,0.4286,0.9474,1,1.8062,0.7782,1.2553,0.6667,-0.0862,0.215,5
41,212,1935297,1935360,6493,293,135,676077,41,125,1358,0,1,40,0.0604,0.3973,0.3684,0.1259,0.5836,0.4667,0,3.8124,2.233,1.7993,-0.6316,-0.1865,1,3
1538,1562,830518,830524,51,25,11,4561,77,103,1686,1,0,211,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,6
1085,1098,5464636,5464649,129,15,13,15121,101,134,1362,0,1,40,0.3877,0.2367,1,0.0095,0.8667,1,0.5,2.1106,1.1139,1.1139,0,-0.0842,0.2914,6
1685,1692,297096,297166,349,33,70,24697,45,95,1698,0,1,90,0.0071,0.2878,0.1,0.0041,0.2121,1,1,2.5428,0.8451,1.8451,0.9,-0.4471,0.7776,1
93,171,2410724,2410794,2027,255,129,259127,118,141,1402,0,1,40,0.1327,0.6288,0.8974,0.0556,0.3059,0.5426,0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1,3
21,47,2867489,2867513,281,43,28,31838,104,126,1362,0,1,40,0.0308,0.5497,0.9231,0.0191,0.6047,0.8571,0,2.4487,1.415,1.3802,-0.0769,-0.1148,0.8952,7
1027,1034,2928247,2928259,51,8,12,5999,111,135,1692,0,1,70,0.7778,0.3929,0.5833,0.0041,0.875,1,1,1.7076,0.8451,1.0792,0.4167,-0.081,0.1892,1
2,15,2629644,2629668,200,23,24,18075,77,110,1686,1,0,60,0.0024,0.359,0.5417,0.0077,0.5652,1,1,2.301,1.1139,1.3802,0.4583,-0.2939,0.5162,7
958,964,3550754,3550771,71,11,17,7502,91,124,1682,1,0,60,0.8537,0.3039,0.3529,0.0036,0.5454,1,1,1.8513,0.7782,1.2305,0.6471,-0.1745,0.2083,1
59,1245,4712084,4712115,15775,1275,276,1689009,61,135,1354,1,0,100,0.0872,0.5709,0.0261,0.8759,0.9302,0.1123,0,4.198,3.0741,1.4914,-0.9739,-0.1635,1,7
37,213,1566243,1566309,6210,293,153,645839,38,124,1356,0,1,40,0.0546,0.4654,0.375,0.1298,0.6007,0.4314,0,3.7931,2.2455,1.8195,-0.625,-0.1875,1,3
1327,1332,1738096,1738114,72,15,18,8542,111,132,1358,0,1,40,0.0383,0.2,0.2778,0.0037,0.3333,1,1,1.8573,0.699,1.2553,0.7222,-0.0731,0.1954,5
125,149,356611,356625,170,39,20,22467,123,141,1362,0,1,100,0.1836,0.494,0.5833,0.0176,0.6154,0.7,0,2.2304,1.3802,1.1461,-0.4167,0.0325,0.556,6
39,217,2265307,2265372,6185,313,158,640970,41,119,1358,0,1,40,0.0574,0.4654,0.3652,0.1311,0.5687,0.4114,0,3.7913,2.2504,1.8129,-0.6348,-0.1904,1,3
73,87,272159,272168,69,19,13,8813,118,141,1358,0,1,200,0.1075,0.4524,0.6429,0.0103,0.7368,0.6923,0,1.8389,1.1461,0.9542,-0.3571,-0.0022,0.2359,7
1324,1335,97132,97213,594,55,81,61608,93,125,1353,0,1,120,0.0266,0.3333,0.1358,0.0081,0.2,1,1,2.7738,1.0414,1.9085,0.8642,-0.1897,0.9806,5
419,427,261033,261064,185,15,31,20399,97,124,1687,0,1,200,0.4967,0.254,0.2581,0.0047,0.5333,1,1,2.2672,0.9031,1.4914,0.7419,-0.1386,0.4106,7
1271,1301,9831578,9831856,2962,231,284,342202,101,127,1362,0,1,40,0.0896,0.6448,0.1079,0.022,0.1299,0.9789,1,3.4716,1.4771,2.444,0.8921,-0.0974,1,7
899,907,3283148,3283163,68,12,15,7836,107,127,1692,0,1,70,0.9279,0.4333,0.5333,0.0047,0.6667,1,1,1.8325,0.9031,1.1761,0.4667,-0.0997,0.2288,7
1325,1340,9767941,9767962,229,25,23,25182,101,127,1362,0,1,40,0.0323,0.273,0.7143,0.011,0.6,0.913,1,2.3598,1.1761,1.3222,0.2857,-0.1409,0.5212,7
557,567,1130873,1130901,171,23,28,17836,92,124,1360,1,0,100,0.8191,0.3893,0.3571,0.0074,0.4348,1,1,2.233,1,1.4472,0.6429,-0.1851,0.463,6
301,309,1156107,1156111,21,8,5,2633,120,134,1358,0,1,50,0.4433,0.3438,0.5,0.0059,1,0.8,0,1.3222,0.9031,0.6021,-0.5,-0.0205,0.1417,4
814,823,119924,119932,52,10,8,4695,74,103,1662,1,0,100,0.9795,0.2778,0.8889,0.0054,0.9,1,0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,6
419,424,91039,91046,25,7,7,2576,99,110,1360,0,1,130,0.6162,0.2857,0.7143,0.0037,0.7143,1,1,1.3979,0.699,0.8451,0.2857,-0.195,0.1441,7
755,761,1362991,1362998,32,6,7,3355,98,111,1358,0,1,50,0.8792,0.2381,0.8571,0.0044,1,1,1,1.5051,0.7782,0.8451,0.1429,-0.1809,0.1499,6
1021,1036,754445,754492,294,51,49,39987,127,157,1372,0,1,40,0.4898,0.583,0.3192,0.0109,0.2941,0.9592,1,2.4683,1.1761,1.6721,0.6809,0.0626,0.9361,7
39,214,2886302,2886367,6182,295,138,635475,42,124,1356,0,1,40,0.0575,0.4565,0.3714,0.1291,0.5932,0.471,0,3.7911,2.243,1.8129,-0.6286,-0.1969,1,3
1531,1539,1757997,1758011,67,13,15,6652,86,111,1688,1,0,60,0.1765,0.4018,0.5714,0.0047,0.6154,0.9333,1,1.8261,0.9031,1.1461,0.4286,-0.2244,0.2195,6
39,191,1530040,1530225,14346,694,424,1691554,29,143,1400,0,1,40,0.0557,0.4898,0.8216,0.1086,0.219,0.4363,1,4.1567,2.1818,2.2672,0.1784,-0.0788,1,3
25,31,55671,55688,64,12,17,9996,147,166,1353,0,1,200,0.0369,0.3726,0.3529,0.0044,0.5,1,1,1.8062,0.7782,1.2305,0.6471,0.2202,0.2083,7
1323,1328,1484300,1484326,86,13,26,10024,108,126,1352,0,1,40,0.0355,0.3385,0.1923,0.0037,0.3846,1,1,1.9345,0.699,1.415,0.8077,-0.0894,0.2408,7
853,862,15184,15196,84,11,12,10694,102,150,1696,1,0,85,0.9835,0.2222,0.75,0.0053,0.8182,1,1,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,6
1069,1092,2685547,2685564,181,38,25,17588,82,124,1362,1,0,80,0.3965,0.5371,0.7391,0.0169,0.6053,0.68,0,2.2577,1.3617,1.2305,-0.2609,-0.2409,0.6438,6
1300,1308,3976070,3976080,57,11,10,6396,97,126,1650,1,0,70,0.4146,0.2875,0.8,0.0049,0.7273,1,1,1.7559,0.9031,1,0.2,-0.1234,0.1852,7
253,279,3802023,3802044,350,31,25,37664,78,134,1648,1,0,80,0.307,0.359,0.8077,0.0158,0.8387,0.84,0,2.5441,1.415,1.3222,-0.1923,-0.1593,0.8355,6
701,717,7156447,7156460,147,20,13,16975,104,132,1360,0,1,40,0.9456,0.2933,0.8125,0.0118,0.8,1,0,2.1673,1.2041,1.1139,-0.1875,-0.0978,0.3479,6
267,280,1786108,1786124,154,19,16,17564,93,132,1656,1,0,80,0.3225,0.2596,0.8125,0.0078,0.6842,1,1,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,6
1376,1384,3467552,3467567,64,14,15,6761,91,116,1690,1,0,60,0.3621,0.4667,0.5333,0.0047,0.5714,1,1,1.8062,0.9031,1.1761,0.4667,-0.1747,0.2288,7
205,235,1417276,1417288,156,49,17,20131,122,140,1360,0,1,40,0.3015,0.5667,0.4,0.0221,0.6122,0.7059,0,2.1931,1.4771,1.0792,-0.6,0.0082,0.5951,2
997,1009,920577,920619,264,38,42,30966,106,132,1374,0,1,40,0.5313,0.4762,0.2857,0.0087,0.3158,1,1,2.4216,1.0792,1.6233,0.7143,-0.0836,0.7933,7
4,12,455227,455253,125,15,26,14353,102,126,1687,0,1,200,0.0047,0.399,0.3077,0.0047,0.5333,1,1,2.0969,0.9031,1.415,0.6923,-0.1029,0.3479,7
803,825,107491,107508,181,27,20,17363,84,109,1354,0,1,40,0.7814,0.516,0.7727,0.0162,0.8148,0.85,0,2.2577,1.3424,1.2305,-0.2273,-0.2506,0.6173,7
449,521,1699784,1699829,873,174,100,103898,106,133,1358,1,0,70,0.6613,0.7306,0.625,0.053,0.4138,0.45,0,2.941,1.8573,1.6532,-0.375,-0.0702,1,2
772,777,1436089,1436092,11,5,3,1398,111,135,1358,0,1,50,0.8557,0.2667,0.6,0.0037,1,1,0,1.0414,0.699,0.4771,-0.4,-0.0071,0.1284,4
42,59,2216544,2216556,115,22,17,11748,87,124,1356,1,0,70,0.0619,0.4363,0.7059,0.0125,0.7727,0.7059,0,2.0607,1.2305,1.0792,-0.2941,-0.2019,0.3419,2
1297,1305,817238,817245,46,8,8,5226,97,133,1690,1,0,60,0.4556,0.1786,0.875,0.0047,1,0.875,0,1.6628,0.9031,0.8451,-0.125,-0.1124,0.1622,6
104,116,2312016,2312026,67,15,16,7882,107,127,1354,1,0,70,0.1536,0.4417,0.8333,0.0089,0.8,0.625,0,1.8261,1.0792,1,-0.1667,-0.0809,0.2288,7
1606,1620,3457631,3457651,208,23,21,17619,61,109,1686,1,0,60,0.0783,0.2571,0.7,0.0083,0.6087,0.9524,1,2.3181,1.1461,1.301,0.3,-0.3382,0.463,6
39,212,862475,862693,17357,794,495,2034432,27,142,1400,0,1,40,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1,4.2395,2.238,2.3385,0.2064,-0.0843,1,3
995,1006,4085316,4085344,140,25,28,16076,103,132,1356,1,0,200,0.5162,0.5454,0.3929,0.0081,0.44,1,1,2.1461,1.0414,1.4472,0.6071,-0.1029,0.5096,6
981,992,467888,467902,102,16,14,12417,115,132,1356,0,1,40,0.5369,0.3377,0.7857,0.0081,0.6875,1,1,2.0086,1.0414,1.1461,0.2143,-0.0489,0.2712,6
624,635,2014210,2014317,477,82,107,53536,96,132,1364,0,1,100,0.915,0.5947,0.1028,0.0081,0.1341,1,1,2.6785,1.0414,2.0294,0.8972,-0.1232,0.9971,5
1273,1281,1709863,1709871,26,9,8,3341,120,141,1358,0,1,50,0.1134,0.5938,1,0.0059,0.8889,1,0.5,1.415,0.9031,0.9031,0,0.0039,0.1696,4
604,608,1322072,1322076,12,4,4,1543,110,140,1358,0,1,50,0.8895,0.25,1,0.003,1,1,0.5,1.0792,0.6021,0.6021,0,0.0046,0.1292,4
1293,1304,3626796,3626816,163,18,20,16916,83,126,1362,0,1,50,0.0852,0.2591,0.55,0.0081,0.6111,1,1,2.2122,1.0414,1.301,0.45,-0.1892,0.3663,6
360,998,4601186,4601217,11797,705,225,1290423,78,252,1358,1,0,100,0.5302,0.4035,0.0486,0.4698,0.905,0.1378,0,4.0718,2.8048,1.4914,-0.9514,-0.1454,1,7
1157,1164,1331507,1331522,62,13,15,7312,109,127,1322,0,1,40,0.239,0.4095,0.4667,0.0053,0.5385,1,1,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,6
857,865,211983,211993,52,8,10,9968,178,207,1387,0,1,40,0.7527,0.35,0.8,0.0058,1,1,1,1.716,0.9031,1,0.2,0.4976,0.1852,3
333,342,764107,764213,525,16,106,57020,95,127,1353,0,1,70,0.4922,0.4497,0.0849,0.0066,0.5625,1,1,2.7202,0.9542,2.0253,0.9151,-0.1515,0.9872,7
1073,1088,433186,433198,143,15,12,14669,61,127,1686,1,0,70,0.7094,0.2056,0.8,0.0089,1,1,0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,6
145,174,386779,386794,292,40,22,37572,120,140,1360,0,1,40,0.2132,0.3287,0.5172,0.0213,0.725,0.6818,0,2.4654,1.4624,1.1761,-0.4828,0.0052,0.7079,7
16,24,240377,240390,71,12,13,6820,86,110,1356,1,0,70,0.0236,0.3173,0.6154,0.0059,0.6667,1,1,1.8513,0.9031,1.1139,0.3846,-0.2496,0.2105,2
1043,1106,4163671,4163699,980,80,46,92750,24,133,1356,1,0,200,0.3687,0.4444,0.4444,0.0465,0.7875,0.6087,0,2.9912,1.7993,1.4472,-0.5556,-0.2606,0.9999,7
344,355,113753,113766,92,12,13,4690,29,71,1356,1,0,300,0.5074,0.3566,0.8461,0.0081,0.9167,1,1,1.9638,1.0414,1.1139,0.1539,-0.6017,0.257,7
852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,0.7599,0.2159,0.7273,0.0058,1,1,1,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,3
63,92,3212692,3212695,58,29,10,7618,100,165,1690,1,0,70,0.0746,0.3333,0.1035,0.0172,1,0.3,0,1.7634,1.4624,0.4771,-0.8965,0.0261,0.1923,7
214,247,1538494,1538509,209,66,46,27037,118,143,1362,0,1,40,0.3142,0.5778,0.4545,0.0242,0.5,0.3261,0,2.3201,1.5185,1.1761,-0.5454,0.0106,0.7833,7
41,218,2698232,2698294,6327,275,148,660291,40,126,1358,0,1,40,0.0604,0.4235,0.3503,0.1303,0.6436,0.4189,0,3.8012,2.248,1.7924,-0.6497,-0.1847,1,3
1372,1388,784148,784164,131,22,17,16983,118,142,1694,1,0,80,0.3613,0.4883,1,0.0094,0.7273,0.9412,0.5,2.1173,1.2041,1.2041,0,0.0128,0.4235,6
45,53,2409503,2409518,88,13,15,8123,81,110,1354,1,0,70,0.0665,0.2667,0.5333,0.0059,0.6154,1,1,1.9445,0.9031,1.1761,0.4667,-0.2788,0.2288,2
924,935,1519112,1519120,64,14,8,6913,94,121,1624,1,0,70,0.8485,0.2727,0.7273,0.0068,0.7857,1,0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,6
926,935,675316,675327,63,9,11,10518,156,180,1387,0,1,40,0.6518,0.3636,0.8182,0.0065,1,1,1,1.7993,0.9542,1.0414,0.1818,0.3043,0.2051,3
1061,1085,3326735,3326756,161,44,39,15643,85,124,1362,1,0,80,0.4067,0.6806,0.875,0.0176,0.5454,0.5385,0,2.2068,1.3802,1.3222,-0.125,-0.2409,0.7933,6
919,930,561832,561842,88,11,10,14538,134,183,1387,0,1,40,0.659,0.2,0.9091,0.0079,1,1,0,1.9445,1.0414,1,-0.0909,0.2907,0.2173,3
1101,1116,1378026,1378057,278,32,33,23817,68,103,1654,1,0,70,0.6505,0.4022,0.4839,0.0091,0.4688,0.9394,1,2.444,1.1761,1.4914,0.5161,-0.3307,0.7474,7
645,651,2538079,2538108,108,10,30,11397,84,123,1687,1,0,80,0.7647,0.3793,0.2069,0.0036,0.6,0.9667,1,2.0334,0.7782,1.4624,0.7931,-0.1756,0.2984,1
1627,1637,2637324,2637334,68,10,10,6567,83,109,1690,1,0,60,0.0627,0.32,1,0.0059,1,1,0.5,1.8325,1,1,0,-0.2455,0.2061,6
26,40,2535272,2535292,205,24,21,26503,108,148,1354,1,0,70,0.0384,0.2679,0.7,0.0103,0.5833,0.9524,1,2.3117,1.1461,1.301,0.3,0.01,0.463,2
1393,1402,92878,92896,126,15,18,12598,84,124,1688,1,0,60,0.3389,0.2222,0.5,0.0053,0.6,1,1,2.1004,0.9542,1.2553,0.5,-0.2189,0.2819,6
1633,1656,2987424,2987515,1125,83,92,100842,76,111,1692,1,0,70,0.0426,0.4625,0.2528,0.0136,0.2771,0.9891,1,3.0512,1.3617,1.959,0.7473,-0.2997,1,6
1057,1066,945549,945557,52,11,8,5035,81,126,1360,1,0,300,0.4324,0.2778,0.8889,0.0066,0.8182,1,0,1.716,0.9542,0.9031,-0.1111,-0.2435,0.1773,7
31,50,1647143,1647194,445,72,55,46236,91,118,1354,1,0,70,0.0458,0.5408,0.3726,0.014,0.2639,0.9273,1,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,2
662,670,266284,266316,152,25,32,17101,101,125,1630,0,1,120,0.8123,0.4063,0.25,0.0049,0.32,1,1,2.1818,0.9031,1.5051,0.75,-0.121,0.4235,7
71,79,471955,472005,230,22,50,23697,93,118,1353,0,1,185,0.105,0.425,0.16,0.0059,0.3636,1,1,2.3617,0.9031,1.699,0.84,-0.1951,0.6574,7
996,1009,1627293,1627306,114,16,14,12284,79,126,1626,1,0,70,0.7589,0.3254,1,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0,-0.1582,0.2914,6
1176,1208,360880,360936,1467,37,68,146487,83,124,1353,0,1,70,0.2143,0.1814,0.5714,0.0236,0.8649,0.8235,1,3.1664,1.5051,1.7482,0.4286,-0.2199,0.9999,7
19,28,877413,877428,114,14,15,11442,81,125,1306,0,1,40,0.0291,0.1556,0.6,0.0069,0.6429,1,1,2.0569,0.9542,1.1761,0.4,-0.2159,0.2469,6
980,1010,33416,33425,130,33,36,25944,192,212,1353,0,1,100,0.507,0.5185,0.3,0.0222,0.9091,0.25,0,2.1139,1.4771,0.9542,-0.7,0.5591,0.4465,7
1175,1274,114719,114762,1666,186,121,182339,96,127,1356,0,1,40,0.1209,0.6086,0.4343,0.073,0.5323,0.3554,0,3.2217,1.9956,1.6335,-0.5657,-0.1449,1,7
79,86,2887095,2887114,86,17,19,9690,102,123,1350,1,0,70,0.117,0.3534,0.3684,0.0052,0.4118,1,1,1.9345,0.8451,1.2787,0.6316,-0.1197,0.2445,7
506,519,548929,548953,170,28,25,20000,105,126,1356,1,0,70,0.7463,0.4551,0.5417,0.0096,0.4643,0.96,1,2.2304,1.1139,1.3802,0.4583,-0.0809,0.5162,2
39,208,1402211,1402348,10904,617,334,1261668,28,141,1402,0,1,40,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,0,4.0376,2.2279,2.1367,-0.1893,-0.096,1,3
1152,1167,6571361,6571375,133,19,14,15524,107,127,1362,0,1,40,0.2863,0.3667,0.9333,0.011,0.7895,1,0,2.1239,1.1761,1.1461,-0.0667,-0.0881,0.3509,6
974,980,972384,972388,18,6,4,2370,117,148,1358,0,1,50,0.5567,0.25,0.6667,0.0044,1,1,0,1.2553,0.7782,0.6021,-0.3333,0.0287,0.1353,4
39,218,1658501,1658584,6828,297,152,705056,42,127,1358,0,1,40,0.0574,0.5404,0.4637,0.1318,0.6027,0.5461,0,3.8343,2.2529,1.9191,-0.5363,-0.1933,1,3
1095,1102,3028545,3028556,41,8,11,4533,100,123,1467,1,0,120,0.4976,0.4675,0.6364,0.0048,0.875,1,1,1.6128,0.8451,1.0414,0.3636,-0.1362,0.1822,6
890,944,2008592,2008620,345,86,56,45673,123,143,1694,0,1,70,0.8855,0.7718,0.5185,0.0319,0.6279,0.5,0,2.5378,1.7324,1.4472,-0.4815,0.0343,0.9997,7
157,179,395408,395420,140,43,13,17898,118,141,1360,0,1,100,0.2309,0.4697,0.5454,0.0162,0.5116,0.9231,0,2.1461,1.3424,1.0792,-0.4545,-0.0012,0.4366,6
472,478,10440356,10440367,42,10,12,4998,112,125,1360,0,1,40,0.6941,0.3636,0.5454,0.0044,0.6,0.9167,1,1.6233,0.7782,1.0414,0.4545,-0.0703,0.1715,7
100,116,1002562,1002587,211,26,28,23894,102,134,1374,0,1,40,0.1456,0.4725,0.64,0.0116,0.6154,0.8929,1,2.3243,1.2041,1.3979,0.36,-0.1153,0.6574,7
41,218,1473977,1474044,7017,274,156,723789,36,125,1358,0,1,40,0.0604,0.4083,0.3785,0.1303,0.646,0.4295,0,3.8461,2.248,1.8261,-0.6215,-0.1942,1,3
0,12,864919,865043,745,42,125,55239,56,94,1687,1,0,80,0,0.4993,0.0968,0.0071,0.2857,0.992,1,2.8722,1.0792,2.0934,0.9032,-0.4207,0.9996,7
1505,1525,4373281,4373312,456,32,31,49848,92,124,1668,0,1,40,0.1715,0.2645,0.6452,0.012,0.625,1,1,2.659,1.301,1.4914,0.3548,-0.146,0.8927,7
41,187,2112377,2112542,9349,659,387,1068391,38,140,1402,0,1,40,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,1,3.9708,2.1644,2.2175,0.1151,-0.1072,1,3
1126,1135,2829623,2829653,166,23,31,18674,91,132,1692,1,0,60,0.6584,0.3852,0.3,0.0053,0.3913,0.9677,1,2.2201,0.9542,1.4771,0.7,-0.1211,0.4465,6
365,374,1084192,1084238,265,39,46,26849,88,119,1372,0,1,40,0.5321,0.3599,0.1956,0.0066,0.2308,1,1,2.4232,0.9542,1.6628,0.8044,-0.2085,0.6781,7
1103,1122,4474894,4474920,289,57,33,33682,99,134,1366,1,0,80,0.3573,0.415,0.7308,0.0139,0.3333,0.7879,1,2.4609,1.2787,1.415,0.2692,-0.0895,0.7822,6
62,75,424657,424662,35,13,6,4606,125,143,1362,0,1,180,0.091,0.4615,0.3846,0.0095,1,0.8333,0,1.5441,1.1139,0.699,-0.6154,0.0281,0.1706,7
480,492,1263623,1263637,114,15,14,12221,80,125,1687,1,0,70,0.5691,0.3214,0.8571,0.0071,0.8,1,1,2.0569,1.0792,1.1461,0.1429,-0.1625,0.2901,6
1341,1347,1184511,1184525,51,17,14,4499,51,117,1358,1,0,70,0.0162,0.3929,0.4286,0.0044,0.3529,1,1,1.7076,0.7782,1.1461,0.5714,-0.3108,0.1892,2
23,32,893638,893649,63,10,11,7769,111,140,1350,0,1,40,0.0341,0.3636,0.8182,0.0067,0.9,1,1,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051,7
896,904,801872,801889,65,12,17,7974,113,135,1354,0,1,40,0.6647,0.5221,0.4706,0.0059,0.6667,1,1,1.8129,0.9031,1.2305,0.5294,-0.0416,0.2482,6
847,858,3658081,3658092,84,15,11,8532,83,118,1646,1,0,80,0.9575,0.3058,1,0.0067,0.7333,1,0.5,1.9243,1.0414,1.0414,0,-0.2065,0.23,6
1327,1332,2062989,2063003,55,11,14,6074,102,124,1354,0,1,40,0.0325,0.2143,0.3571,0.0037,0.4545,1,1,1.7404,0.699,1.1461,0.6429,-0.1372,0.1753,6
275,299,1133715,1133734,318,39,32,39911,116,140,1364,0,1,40,0.4032,0.3026,0.7917,0.0176,0.6154,0.5938,0,2.5024,1.3802,1.2787,-0.2083,-0.0195,0.7359,7
1675,1684,663138,663171,167,23,33,10526,35,84,1688,1,0,150,0.0047,0.4377,0.2727,0.0053,0.3913,1,1,2.2227,0.9542,1.5185,0.7273,-0.5076,0.4913,7
39,192,1842518,1842677,11211,639,387,1293558,35,141,1402,0,1,40,0.0556,0.5391,0.9623,0.1091,0.2394,0.4108,1,4.0496,2.1847,2.2014,0.0377,-0.0986,1,3
1275,1300,883635,883640,73,28,14,9247,111,143,1692,1,0,143,0.4634,0.416,0.2,0.0148,0.8929,0.3571,0,1.8633,1.3979,0.699,-0.8,-0.0104,0.2348,7
25,34,281358,281513,891,36,155,76438,70,103,1353,0,1,185,0.0369,0.3613,0.0581,0.0066,0.25,1,1,2.9499,0.9542,2.1903,0.9419,-0.3298,0.9993,7
1128,1141,643180,643193,124,17,13,13135,81,127,1686,1,0,70,0.6465,0.2663,1,0.0077,0.7647,1,0.5,2.0934,1.1139,1.1139,0,-0.1724,0.2914,6
239,268,182093,182154,703,123,87,71130,63,111,1692,0,1,300,0.2825,0.6026,0.4754,0.0171,0.2358,0.7012,1,2.847,1.4624,1.7853,0.5246,-0.2095,0.9999,7
614,622,2206544,2206572,161,18,28,18877,108,134,1364,0,1,100,0.9003,0.2813,0.2857,0.0059,0.4444,1,1,2.2068,0.9031,1.4472,0.7143,-0.084,0.3725,5
39,212,1299230,1299402,11875,657,387,1375431,32,143,1398,0,1,40,0.0558,0.6009,0.9942,0.1238,0.2633,0.4444,0,4.0746,2.238,2.2355,-0.0058,-0.0951,1,3
868,879,4048592,4048602,86,11,10,8851,90,117,1688,1,0,70,0.9585,0.2182,0.9091,0.0065,1,1,0,1.9345,1.0414,1,-0.0909,-0.196,0.2173,6
1188,1202,142256,142260,34,14,5,4385,121,143,1366,0,1,60,0.2401,0.3929,0.2857,0.0103,1,0.8,0,1.5315,1.1461,0.6021,-0.7143,0.0076,0.1622,7
450,458,1009978,1009999,98,16,21,10784,96,132,1690,1,0,60,0.5325,0.4167,0.381,0.0047,0.5,1,1,1.9912,0.9031,1.3222,0.6191,-0.1403,0.2901,1
836,878,2150529,2150756,5390,297,258,635678,9,143,1362,0,1,40,0.7107,0.4347,0.185,0.0308,0.1414,0.8798,1,3.7316,1.6233,2.356,0.815,-0.0786,1,3
35,52,3780021,3780044,252,21,23,27453,87,127,1378,0,1,40,0.0508,0.3555,0.7391,0.0123,0.8095,1,1,2.4014,1.2305,1.3617,0.2609,-0.1489,0.6438,7
39,193,707526,707593,6117,182,113,637707,49,127,1358,0,1,40,0.0574,0.4072,0.4351,0.1134,0.8461,0.5929,0,3.7865,2.1875,1.8261,-0.5649,-0.1855,1,3
6,15,966898,966930,176,25,32,21321,104,141,1358,1,0,70,0.0088,0.3889,0.2813,0.0066,0.36,1,1,2.2455,0.9542,1.5051,0.7188,-0.0536,0.4763,6
270,301,1563477,1563499,329,61,37,41053,115,140,1362,0,1,40,0.3965,0.5176,0.7097,0.0228,0.5082,0.5946,0,2.5172,1.4914,1.3424,-0.2903,-0.0251,0.9263,7
41,190,1892225,1892384,12515,626,397,1452456,37,141,1400,0,1,40,0.0586,0.4717,0.9371,0.1064,0.238,0.4005,1,4.0974,2.1732,2.2014,0.0629,-0.0933,1,3
151,161,2368336,2368345,59,11,9,5637,86,103,1356,1,0,70,0.2227,0.3444,0.9,0.0074,0.9091,1,0,1.7708,1,0.9542,-0.1,-0.2536,0.1954,7
581,594,55732,55743,108,14,11,11169,77,127,1322,0,1,40,0.879,0.2448,0.8461,0.0098,0.9286,1,0,2.0334,1.1139,1.0414,-0.1539,-0.1921,0.257,6
178,197,1924923,1924936,130,38,25,16308,115,140,1356,1,0,70,0.2625,0.4737,0.6842,0.014,0.5,0.52,0,2.1139,1.2787,1.1139,-0.3158,-0.02,0.4089,2
129,162,419384,419405,289,64,37,34165,109,133,1358,0,1,175,0.19,0.583,0.6364,0.0243,0.5156,0.5676,0,2.4609,1.5185,1.3222,-0.3636,-0.0764,0.9312,7
935,947,1035255,1035264,66,14,9,6760,84,127,1690,1,0,60,0.8793,0.3889,0.75,0.0071,0.8571,1,0,1.8195,1.0792,0.9542,-0.25,-0.1998,0.215,6
1315,1321,2396372,2396392,58,15,20,7385,116,141,1352,0,1,40,0.0459,0.5167,0.3,0.0044,0.4,1,1,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,5
39,218,1495267,1495336,7250,268,141,746545,40,119,1356,0,1,40,0.0575,0.413,0.3855,0.132,0.6679,0.4894,0,3.8603,2.2529,1.8389,-0.6145,-0.1955,1,3
354,467,903537,903631,6019,211,119,541426,16,125,1364,1,0,70,0.5191,0.4333,0.8319,0.0828,0.5355,0.7899,0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1,7
